image,prediction
img\1_29_116.jpg,и ловол
img\6_19_369.jpg,я крепко
img\9_47_875.jpg,полущень
img\12_17_82.jpg,Паражал
img\1_23_112.jpg,Дали смелому
img\4_28_733.jpg,поляны
img\1_48_85.jpg,меня
img\1_26_94.jpg,"джигит,"
img\6_34_774.jpg,проклятым рое м.
img\1_34_104.jpg,дрожит
img\13_27_146.jpg,Бестобе
img\1_13_88.jpg,"Ой,"
img\12_1_137.jpg,Ерейментау
img\10_5_431.jpg,Астана
img\8_11_509.jpg,"сеял рожь, покрывал"
img\7_30_815.jpg,нам наслачиться
img\12_27_116.jpg,Ленгер
img\1_35_172.jpg,звоиних струй.
img\11_39_25.jpg,Аксу
img\13_20_151.jpg,Аксу
img\1_36_70.jpg,обгоняет
img\10_20_428.jpg,Шымнент
img\4_37_253_.jpg,"ни черной хаты,"
img\10_12_344.jpg,Пязылорда
img\0_46_31.jpg,А встретятся-
img\0_28_614.jpg,не узнать
img\4_19_282.jpg,мерным круг
img\9_23_868.jpg,"Отеть Сточа,"
img\4_31_746.jpg,бе жит
img\3_23_713.jpg,ля здесь
img\10_26_427.jpg,Акмолинская
img\12_14_133.jpg,Капул гали
img\7_46_811.jpg,крымья
img\8_39_488.jpg,в свои слы
img\5_5_328.jpg,Путь указу
img\4_20_294.jpg,"И, докучных"
img\9_0_878.jpg,снуют пунцовые
img\10_16_210.jpg,Тараз
img\11_41_34.jpg,Ахтобе
img\2_19_135.jpg,"Умерших, но"
img\10_7_6.jpg,Актау
img\9_42_539.jpg,га телегом
img\0_2_14.jpg,Нам это
img\8_36_519.jpg,Сознова в ходит в моду
img\0_9_618.jpg,Вем? Келя? Волжан
img\10_11_236.jpg,костанай
img\10_40_39.jpg,Нсть-Иаменогорих
img\2_38_124.jpg,теплой
img\5_5_355.jpg,Путь указуя
img\13_19_201.jpg,Аксц
img\9_21_577.jpg,А в
img\11_45_67.jpg,Аркальны
img\0_24_61.jpg,"Он бол волчатник,"
img\7_16_464.jpg,вых к липится
img\10_1_304.jpg,Белоруссия
img\9_9_576.jpg,Вид посшогелого
img\6_26_387.jpg,"о подвигах, о славо"
img\7_44_451.jpg,сознания бессилья
img\3_46_204.jpg,волны морий
img\3_50_191.jpg,душом.
img\4_34_749.jpg,родное
img\0_38_59.jpg,неподатли в ую тать
img\1_24_91.jpg,И красивому
img\5_8_353.jpg,Где танк
img\10_31_344.jpg,Карагандинская
img\11_32_47.jpg,Кызылординская
img\6_34_415.jpg,проклятым роеле.
img\10_5_178.jpg,Астана
img\12_28_102.jpg,лисаковск
img\10_14_251.jpg,Петропавловск
img\2_24_674.jpg,"Его живит,"
img\10_26_80.jpg,Апмолическая
img\4_37_738.jpg,ни глерной хати
img\7_49_471.jpg,природы и иск учества
img\7_28_422.jpg,"для нас содится,"
img\10_9_189_.jpg,Атпрау
img\8_10_498.jpg,надевал на себя что
img\10_7_394.jpg,Актац
img\12_30_88.jpg,мамлютка
img\12_29_102.jpg,макинск
img\6_44_401.jpg,"нежная, нашила"
img\9_2_551.jpg,Колхозницы
img\6_17_789.jpg,"Не знаю, гал причот"
img\1_3_660.jpg,влюблен
img\3_38_213.jpg,"пыль о них крыгом,"
img\10_38_201.jpg,Заподно Кодокстанская
img\10_5_250.jpg,Астана
img\2_51_146.jpg,язвительным своим
img\10_18_379.jpg,Глуркестан
img\13_47_204.jpg,Осокаровна
img\7_37_423_.jpg,но олять
img\10_14_440.jpg,Петропавловск
img\7_11_815.jpg,И мы Ломоек изний
img\10_26_300.jpg,Акмолинская
img\0_31_613.jpg,"заросляф мольение,"
img\13_32_184.jpg,Фелинко
img\2_0_690.jpg,Я верю
img\10_6_190.jpg,Алматы
img\6_11_777.jpg,И звал
img\7_45_432.jpg,почум на плечах
img\2_33_125.jpg,"иного,"
img\10_13_303.jpg,Павломар
img\6_15_372.jpg,Ты в сикий плому
img\10_13_275.jpg,ПаВломар
img\10_19_72.jpg,кон истоц
img\9_50_536.jpg,водна на ания
img\1_2_661.jpg,Если
img\9_0_582.jpg,Снуют пунщовые
img\9_10_535_.jpg,Пде ночь
img\3_20_202.jpg,Расстилаются
img\6_23_377.jpg,Все лиювалось
img\10_21_432.jpg,Россия
img\1_14_123.jpg,отстаи
img\4_17_293.jpg,За гля жись
img\0_5_55.jpg,оне лежаля в
img\2_51_171.jpg,язвительным своим
img\10_36_54.jpg,Выточно Козакстания
img\12_30_134.jpg,Маммотся
img\5_22_357.jpg,Для мирной жизни
img\6_30_778.jpg,и жы умля из дому
img\0_49_56.jpg,Нелен жго ни изных
img\0_49_615.jpg,Нали это не узнать
img\10_19_323.jpg,К окшетац
img\11_36_36.jpg,А ба и
img\6_46_363.jpg,товой синий
img\1_46_101.jpg,"люди,"
img\7_18_422.jpg,Гевеля от
img\4_4_729.jpg,По фороге зимный
img\4_15_750.jpg,Завтра к миной
img\7_18_816.jpg,Ревела от
img\10_7_269.jpg,АКТаз
img\4_36_746.jpg,По сердечная тоска
img\2_30_671.jpg,м ульйки
img\4_15_272.jpg,Завтра с милой
img\10_9_210.jpg,Атограу
img\6_31_378.jpg,завет ное польцо.
img\4_3_260.jpg,Льет печально
img\2_33_138.jpg,"иногда,"
img\3_14_210.jpg,ле по сводалее бы
img\3_26_185.jpg,не ворон степной
img\7_35_826.jpg,"ми нещеловать,"
img\6_38_791.jpg,свою.
img\9_12_878.jpg,"к ушру, когда"
img\3_47_209.jpg,Отважных бойуств
img\4_12_734.jpg,Рлушь и снег
img\1_2_665.jpg,Если
img\5_31_357.jpg,"моряку, горит"
img\10_29_235.jpg,Актюбинская
img\4_49_723.jpg,"мой ямцик,"
img\5_34_315.jpg,гремел.
img\10_11_87.jpg,Костанай
img\9_48_876_.jpg,"выси,"
img\12_15_132.jpg,Напчагай
img\11_51_3.jpg,Бульево
img\7_21_809.jpg,Так век
img\6_12_368.jpg,Как молодость
img\5_5_317.jpg,Путь указуя
img\10_6_207.jpg,Алматы
img\5_30_306.jpg,"мрак приморской кочи,"
img\3_2_189.jpg,Зачем не могу
img\6_45_365.jpg,"сплю,"
img\5_4_313.jpg,И маяни сквозь
img\6_36_393.jpg,пред аНа лоем
img\12_6_96.jpg,Хариены
img\0_3_625.jpg,В густои лощине
img\1_22_96.jpg,Вы обио ли
img\4_42_278.jpg,"У камина,"
img\3_9_713_.jpg,И заржавленный
img\11_43_61.jpg,Алматы
img\10_29_427.jpg,Актнобинская
img\13_34_175.jpg,жезназгом
img\9_1_564.jpg,Лемят игмели
img\12_46_79.jpg,Тамар
img\6_33_402.jpg,Препрасное лицо
img\11_36_32.jpg,Ябай
img\10_29_62.jpg,Астобинская
img\7_22_808.jpg,"споро пи,"
img\2_17_677.jpg,"и серцце,"
img\8_19_490.jpg,перешел ма мепот
img\8_29_515.jpg,"играл в рулетку,"
img\3_21_191.jpg,Последний потошок
img\7_24_812.jpg,"Кричит наш дух,"
img\1_30_116.jpg,добетий
img\4_20_273.jpg,"И, докучный"
img\2_25_174.jpg,Огнем
img\1_42_63.jpg,"Онять орна,"
img\10_16_464.jpg,Тараз
img\4_24_246.jpg,колоколючик
img\5_6_308.jpg,"Ма их огонь,"
img\2_37_158.jpg,чем сон).
img\12_42_103.jpg,Серебрянск
img\4_12_287.jpg,Гпучиь и спин.
img\8_35_496.jpg,полиящих вожи азных
img\11_31_56.jpg,Павлодарская
img\10_20_392.jpg,Шогмкент
img\11_4_19.jpg,РК
img\3_18_190.jpg,Против строчих
img\9_48_562.jpg,выси
img\10_18_6.jpg,Туркестан
img\3_43_230.jpg,бесполезны мольбы
img\9_51_553.jpg,и крепки
img\7_23_429.jpg,Под скальним
img\10_18_429.jpg,Гуркестан
img\10_21_366.jpg,Рошия
img\11_14_49_.jpg,Сема
img\3_35_715.jpg,мем их вичит
img\10_23_8.jpg,Абхазия
img\13_33_170.jpg,жайрем
img\9_23_534.jpg,"опять, стого."
img\10_13_70.jpg,Павлодар
img\10_32_130.jpg,Костанайская
img\1_17_661.jpg,Мой руки
img\12_16_99.jpg,караганда
img\9_41_570.jpg,переночевом
img\2_33_694.jpg,"ипогда,"
img\0_39_632.jpg,позабляй
img\12_27_120.jpg,Лекгер
img\0_44_24.jpg,Пини бы не простить
img\7_51_446.jpg,шесто гувства.
img\10_36_174.jpg,Восточно- Канажетанска)
img\10_19_71.jpg,Кокшетау
img\4_31_730.jpg,Пежит
img\0_42_8.jpg,кровь
img\1_18_89.jpg,Кровь
img\6_24_793.jpg,Твое лицо в его
img\10_22_115.jpg,Укроинк
img\0_7_3.jpg,Из горла
img\10_23_104.jpg,А бхазие
img\4_22_737_.jpg,"Грустно, нленя"
img\9_5_863.jpg,Гребут и
img\3_35_705.jpg,сны чх висит.
img\6_25_794.jpg,Своей рукой убрал
img\10_2_283.jpg,киргизия
img\8_39_522.jpg,в свои смы
img\12_46_122.jpg,тагах
img\3_8_710.jpg,На древней стеко
img\12_48_83.jpg,Гараз
img\5_23_345.jpg,От виспия и
img\10_14_205.jpg,Петропавловск
img\0_12_626.jpg,Боль шую
img\13_50_204.jpg,Сапьгозен
img\1_9_657.jpg,среди этих
img\8_51_526.jpg,бмагодарность
img\10_19_88.jpg,Кокшк тау
img\9_1_576.jpg,Летят исмели
img\10_7_450.jpg,Актац
img\1_8_112.jpg,стьда
img\10_1_449.jpg,Белорусия
img\3_31_716.jpg,"предков поля,"
img\3_37_716.jpg,и ицит ий
img\3_48_225.jpg,чуждых спегов-
img\6_22_775.jpg,Уж ие мечтать
img\10_2_332.jpg,Кпризна
img\2_2_676.jpg,Что мог монар
img\1_25_637.jpg,Итака
img\0_8_4.jpg,"Полчинти кровь,"
img\13_28_201.jpg,Бопложара
img\2_1_148.jpg,Хоть сам того
img\13_38_200.jpg,Индерборский
img\6_7_780.jpg,И л забыл
img\6_8_415.jpg,"летели дни, крутясь"
img\10_16_17.jpg,Тараз
img\6_34_410.jpg,проклятым росм
img\10_41_426.jpg,Южно- назахспанская
img\6_4_383.jpg,Но час настал
img\10_23_428.jpg,Абхазия
img\1_5_67.jpg,"Я люблю тебя,"
img\10_38_268.jpg,Запрано- Казахстанская
img\1_2_74.jpg,Если
img\4_3_725.jpg,Лъет почально
img\6_4_779.jpg,"Но час настая,"
img\10_4_52.jpg,Узбекистан
img\7_50_455.jpg,"изнемогает плоть,"
img\0_12_8.jpg,Больщую
img\13_21_186.jpg,Актас
img\7_30_452.jpg,нам насладиться
img\10_19_429.jpg,кокшется
img\10_38_255.jpg,валодно-Сазахатанская
img\5_29_358.jpg,стидемый тлящий
img\4_3_270.jpg,Льет печально
img\10_0_47.jpg,Казахстан
img\4_43_290.jpg,не маглядясь.
img\7_20_434.jpg,Еще не полвившии
img\0_2_22.jpg,Пам это
img\10_29_134.jpg,Аитнобленская
img\10_13_461.jpg,Павло Гар
img\10_13_45.jpg,Павлодар
img\3_38_698.jpg,пыль с них крыгом
img\5_42_311.jpg,сачая колыбель
img\10_14_457.jpg,Петропавловск
img\3_45_222.jpg,отчизны моем
img\10_18_129.jpg,Туркестам
img\10_19_98.jpg,Шымкенип
img\12_32_126.jpg,Петропавловск
img\4_0_723.jpg,сквозь волнистья
img\5_26_345.jpg,"и доглечила раны,"
img\10_0_59.jpg,Казахстан
img\10_6_434.jpg,Алматы
img\2_35_157.jpg,"счастья сотворен,"
img\5_21_333.jpg,Войной
img\10_22_192.jpg,Укранна
img\4_25_269.jpg,Отуманен
img\11_38_60_.jpg,Аксай
img\6_26_373.jpg,"о подвигах, о славо"
img\10_37_75.jpg,Жалибыльская
img\0_25_7.jpg,Ребят ухи не
img\9_5_531.jpg,Гребут и
img\6_21_415.jpg,В котором ты
img\3_33_208.jpg,покоится прах
img\3_32_221.jpg,на пирмянных горах
img\1_8_657.jpg,стыда
img\13_28_196.jpg,Ботакара
img\10_23_48.jpg,Абхазия
img\12_41_122.jpg,Сергельно
img\1_48_663.jpg,шени
img\12_46_98.jpg,Пол-гар
img\13_41_201.jpg,Киевка
img\6_35_411.jpg,терзани телунь мою
img\10_7_464.jpg,Актау
img\4_45_733.jpg,свой совершит.
img\0_31_627.jpg,"зарослях полыни,"
img\5_37_343.jpg,когда-то тракту
img\12_42_90.jpg,Серебрёмей
img\12_19_119.jpg,Каркалинск
img\0_23_612.jpg,Куды? Гачем?
img\9_24_860.jpg,Онят кля
img\4_38_292.jpg,Навстречи
img\10_39_187.jpg,Пуркенстанская
img\1_30_120.jpg,добежит
img\4_29_744.jpg,свет она
img\3_10_237.jpg,Я стал
img\8_11_849.jpg,"селя фонсь, поправол"
img\12_39_101.jpg,Сатпаев
img\8_14_493.jpg,вороненый зпачок
img\10_36_23.jpg,Восточно-Казахстанская
img\10_29_204.jpg,Ак тнобинская
img\2_0_173.jpg,"я верю,"
img\10_36_175.jpg,Восточно- Казахстанская
img\5_49_764.jpg,до популярный льдов
img\0_32_31.jpg,и оскалив пасть.
img\13_42_197.jpg,конырат
img\13_31_201.jpg,Деркул
img\7_14_438.jpg,Следит порей эе
img\11_7_56.jpg,обл
img\12_8_92.jpg,жем
img\7_34_451.jpg,бессмертными
img\10_12_71.jpg,Казылорда
img\12_40_86.jpg,Семей
img\6_14_410.jpg,я слезы лил
img\12_17_93.jpg,Каражал
img\13_35_204.jpg,заводской
img\3_32_228.jpg,"на плуманных горах,"
img\6_4_377.jpg,"но час настая,"
img\10_9_220.jpg,Атырау
img\1_46_113.jpg,"люди,"
img\10_30_267.jpg,АТыраУЕКА
img\9_19_560.jpg,встает с
img\6_32_377.jpg,судьбу другому
img\10_39_32.jpg,Туркенстанская
img\6_5_794.jpg,я бросил в почь
img\7_35_452.jpg,ни пощеловать
img\0_1_29.jpg,"долго, домо"
img\2_49_132.jpg,яд другием
img\4_45_270.jpg,свой совершит
img\9_35_866.jpg,"дора,"
img\10_25_336.jpg,Молдавия
img\10_8_448.jpg,Актове
img\10_21_195.jpg,Россия
img\10_36_74.jpg,Восточно-Казахстанская
img\10_12_28.jpg,Козылорда
img\10_32_278.jpg,Костанайская
img\5_24_414.jpg,кок помачники
img\10_26_366.jpg,Акмолинская
img\3_49_245.jpg,"богл рожден,"
img\6_27_378.jpg,"горестной земле,"
img\5_38_773_.jpg,мечкие летсят
img\2_10_683.jpg,"И жизни поболее,"
img\0_20_27.jpg,не вместе
img\7_7_428.jpg,Где тимина
img\2_32_693_.jpg,маные очибки
img\7_2_445.jpg,что в печь
img\10_38_15.jpg,Зотадио-казахеталиская
img\3_27_716.jpg,Сей гас надо иной
img\10_2_390.jpg,Киргизия
img\9_14_528.jpg,В котором
img\5_0_309.jpg,"Просило пять лет,"
img\9_17_854.jpg,Пучами катятся
img\10_19_33.jpg,кониетау
img\10_2_113.jpg,КирГизия
img\0_2_624.jpg,Ном это
img\4_28_252.jpg,пол яны
img\3_24_225.jpg,но нездешнии
img\0_12_12.jpg,Большую
img\10_39_43.jpg,Туркестанская
img\0_2_45.jpg,Нам это
img\7_24_432.jpg,"Кричит коми дух,"
img\10_38_250_.jpg,Заладно-Казалстанская
img\2_4_183.jpg,Емо поцемзи
img\10_32_449.jpg,костанайская
img\10_9_24.jpg,Атырау
img\10_32_189_.jpg,Костапойская
img\8_30_491.jpg,с кем во фраке.
img\13_27_189.jpg,Бестобе
img\2_11_157.jpg,И инезнь поболее
img\10_8_439.jpg,эктабе
img\2_15_682.jpg,"И ум, колн пренде"
img\7_36_821.jpg,негудержимо
img\0_39_13.jpg,"позабыли,"
img\8_6_841.jpg,трижды то нул
img\8_50_473.jpg,раздаваться
img\13_28_138.jpg,Ботакара
img\6_20_415.jpg,мне снится ллащ
img\10_31_364.jpg,Карагандинская
img\9_24_568.jpg,"Отять, как"
img\1_18_103.jpg,кровь
img\3_23_712.jpg,П здесь
img\0_28_27.jpg,не узнать
img\10_32_444.jpg,Костанайская
img\9_48_530.jpg,"высл,"
img\0_35_626.jpg,Охотничьшие псами
img\12_2_104.jpg,Есик
img\9_30_567.jpg,"погода,"
img\11_44_40.jpg,Аралоск
img\7_31_427.jpg,с розовой зарей
img\12_16_131.jpg,Караганда
img\3_43_720.jpg,бесполезны мольбы
img\4_6_256.jpg,колоколь чик
img\10_27_172.jpg,Алматинская
img\13_27_151.jpg,Бестобе
img\10_24_187.jpg,Южная Осеногия
img\2_51_680.jpg,Ябительны сбои
img\10_22_351.jpg,Укроина
img\10_8_274.jpg,Актобе
img\2_46_686.jpg,каких ум тет
img\10_9_8.jpg,Атограу
img\9_25_574.jpg,Земля ручиста
img\8_51_513.jpg,благодармость
img\4_40_728.jpg,"Завтра, Нина,"
img\6_45_388.jpg,"сплю,"
img\9_51_550.jpg,и препка
img\9_26_554.jpg,"стрекозы,"
img\9_6_880.jpg,И складывают
img\10_30_139.jpg,Птырауская
img\10_35_160.jpg,северпо- Козолнания
img\2_36_125.jpg,не нозваны
img\9_45_557.jpg,ночлега
img\13_17_157.jpg,Новодолинский
img\3_20_207.jpg,васстилаются
img\10_1_286.jpg,Белоруссия
img\12_37_94.jpg,Сарпанд
img\0_35_32.jpg,оютнигвили псами
img\10_41_97.jpg,Искио- наза кстоиская
img\10_11_367.jpg,Костанай
img\2_12_171.jpg,но вере
img\10_38_423.jpg,Заподно- Казахстанская
img\10_32_237.jpg,Постанайская
img\7_26_421.jpg,влюбленное вино
img\2_7_162.jpg,Они произают
img\11_34_50_.jpg,Костанайская
img\9_41_536.jpg,нерклоивая
img\1_12_648.jpg,"обнимает,"
img\3_12_238.jpg,И смахнут бы я
img\10_30_376.jpg,Атограуская
img\4_41_725.jpg,"возвратясь,"
img\10_35_374.jpg,Северно- казакстаческая
img\11_22_35_.jpg,Актобинскал
img\13_34_184.jpg,Эгецказган
img\10_34_105.jpg,Павлодарская
img\10_21_292.jpg,Россия
img\10_6_406.jpg,Лиматы
img\8_12_482.jpg,и не пил только
img\7_35_432.jpg,ни поцеловать
img\10_11_82.jpg,Костанай
img\9_36_533.jpg,ложится на пости
img\5_36_755.jpg,"благоухает сад,"
img\6_17_380.jpg,"не зиаю, тде приют"
img\12_11_115.jpg,Зайсан
img\10_8_326.jpg,Актобе
img\1_43_109.jpg,"побелеме,"
img\11_31_14.jpg,Павлодарстая
img\10_16_442.jpg,Тарав
img\6_9_784_.jpg,Вио и сипракть
img\8_29_517.jpg,"кграп в ружетку,"
img\10_31_452.jpg,Карагандинская
img\13_38_196.jpg,Индерборский
img\10_24_36.jpg,Южная Осетия
img\10_34_181.jpg,Павлодарская
img\5_40_308.jpg,"деленст ель,"
img\8_17_527.jpg,Позволяет своим
img\9_14_570.jpg,В котором.
img\0_45_615.jpg,В отдельности
img\0_33_40.jpg,терехваченного пляти
img\8_22_477.jpg,Польно с горим я
img\0_27_61.jpg,Куда? Зачём
img\6_46_416.jpg,"твой синий,"
img\5_45_361.jpg,навсегда
img\5_25_354.jpg,Встяют громарог
img\10_35_156.jpg,соверно-Кызахатанская
img\5_24_358.jpg,Ка к памяткики
img\2_44_687.jpg,глубокий след
img\7_22_468.jpg,скоро ли
img\10_11_127.jpg,Костаной
img\4_8_261.jpg,Чиго-то алоглится
img\8_29_480.jpg,игром в ручетку
img\13_31_168.jpg,Деркул
img\10_23_253.jpg,Абказия
img\10_7_30.jpg,Аутац
img\1_6_69.jpg,"Догони же,"
img\10_40_161.jpg,Усть-Каменогорск
img\3_21_197.jpg,Последний потамок
img\8_2_851.jpg,м клинуху воздем
img\0_43_58.jpg,вюдима жажда мести.
img\4_46_300.jpg,"удаляя,"
img\10_11_181.jpg,Костаной
img\9_44_557.jpg,день
img\1_32_101.jpg,"Поцелуй,"
img\2_1_673.jpg,Хоть сам того
img\9_15_539.jpg,Запывшись
img\2_16_241.jpg,гивеланной цели
img\7_45_450.jpg,почуя на плечах
img\10_22_112.jpg,Украича
img\7_20_448.jpg,Еще не появившися
img\9_15_552.jpg,Зарывшись
img\8_11_848.jpg,"сея л рожь, покрывал"
img\8_12_491.jpg,и не пил только
img\2_10_135.jpg,что добродетель
img\10_5_373.jpg,Астана
img\10_40_41.jpg,Усть- Когинногорск
img\2_11_173.jpg,"И жиз-ни поболее,"
