image,prediction
img\10_38_201.jpg,Западно Казахстанская
img\10_5_250.jpg,Астана
img\2_51_146.jpg,язвительным своим
img\10_18_379.jpg,Туркестан
img\13_47_204.jpg,Осакаровка
img\7_37_423_.jpg,но опять
img\10_14_440.jpg,Петропавловск
img\7_11_815.jpg,И мы ломоей руки
img\10_26_300.jpg,Акмолинская
img\0_31_613.jpg,"зарослях кольени,"
img\13_32_184.jpg,Долинка
img\2_0_690.jpg,Я верю
img\10_6_190.jpg,Алматы
img\6_11_777.jpg,И звал
img\7_45_432.jpg,почуя на плечах
img\2_33_125.jpg,иногда
img\10_13_303.jpg,ПАВЛОДАР
img\6_15_372.jpg,Ты в синий плому
img\10_13_275.jpg,ПАВЛОДАР
img\10_19_72.jpg,Коншетац
img\9_50_536.jpg,вод на на акисе
img\1_2_661.jpg,Если
img\9_0_582.jpg,Снуют пунцовые
img\9_10_535_.jpg,Где ночь
img\3_20_202.jpg,Расстилаются
img\6_23_377.jpg,Все миновалось
img\10_21_432.jpg,Россия
img\1_14_123.jpg,отстал
img\4_17_293.jpg,Загляжусь
img\0_5_55.jpg,Она лежала в
img\2_51_171.jpg,язвительным своим
img\10_36_54.jpg,Восточно-Казахстанская
img\12_30_134.jpg,Маммотка
img\5_22_357.jpg,Для мирной жизни
img\6_30_778.jpg,и ты ушла из дому
img\0_49_56.jpg,поле то не узнать
img\0_49_615.jpg,Нам то не узнать
img\10_19_323.jpg,Кокшетау
img\11_36_36.jpg,Абай
img\6_46_363.jpg,твой синий
img\1_46_101.jpg,"люди,"
img\7_18_422.jpg,Ревела от
img\4_4_729.jpg,"По дороге зимней,"
img\4_15_750.jpg,Завтра к линой
img\7_18_816.jpg,Ревела от
img\10_7_269.jpg,АКТАУ
img\4_36_746.jpg,То сердечная тоска..
img\2_30_671.jpg,и улыбки
img\4_15_272.jpg,Завтра с милой
img\10_9_210.jpg,Атырау
img\6_31_378.jpg,заветное кольцо
img\4_3_260.jpg,Льет печально
img\2_33_138.jpg,"иногда,"
img\3_14_210.jpg,И по сводам бы
img\3_26_185.jpg,"не ворон степной,"
img\7_35_826.jpg,ни поцеловать.
img\6_38_791.jpg,свою...
img\9_12_878.jpg,"К утру, когда"
img\3_47_209.jpg,Отважных бойцов
img\4_12_734.jpg,Глушь и снег
img\1_2_665.jpg,Если
img\5_31_357.jpg,"моряку, горят"
img\10_29_235.jpg,Актюбинская
img\4_49_723.jpg,"мой яищик,"
img\5_34_315.jpg,гремел.
img\10_11_87.jpg,Костанай
img\9_48_876_.jpg,"выси,"
img\12_15_132.jpg,Капчагай
img\11_51_3.jpg,Булаево
img\7_21_809.jpg,Так век
img\6_12_368.jpg,Как молодость
img\5_5_317.jpg,Путь указуя
img\10_6_207.jpg,Алматы
img\5_30_306.jpg,"мрак приморской ночи,"
img\3_2_189.jpg,Зачем не могу
img\6_45_365.jpg,"силю,"
img\5_4_313.jpg,И маяки сквозь
img\6_36_393.jpg,предана воем
img\12_6_96.jpg,Жарнены
img\0_3_625.jpg,В густои лощине
img\1_22_96.jpg,Вы обидели
img\4_42_278.jpg,"у у камина,"
img\3_9_713_.jpg,и зарнавленный
img\11_43_61.jpg,Алматы
img\10_29_427.jpg,Актюбинская
img\13_34_175.jpg,Жезказган
img\9_1_564.jpg,Летят имели
img\12_46_79.jpg,Тамар
img\6_33_402.jpg,прекрасное лицо.
img\11_36_32.jpg,Абай
img\10_29_62.jpg,Актюбинская
img\7_22_808.jpg,"скоро ли,"
img\2_17_677.jpg,"И сердце,"
img\8_19_490.jpg,перешел на шепот
img\8_29_515.jpg,играл в рулетку.
img\3_21_191.jpg,Последний потомок
img\7_24_812.jpg,"Кричит нали дух,"
img\1_30_116.jpg,добетит
img\4_20_273.jpg,"И, докучный"
img\2_25_174.jpg,Огнем
img\1_42_63.jpg,"Опять одна,"
img\10_16_464.jpg,Тараз
img\4_24_246.jpg,Колокольчик
img\5_6_308.jpg,"На их огонь,"
img\2_37_158.jpg,чем сон!
img\12_42_103.jpg,Серебрянск
img\4_12_287.jpg,Глуть и снег.
img\8_35_496.jpg,помнящих воши чунны
img\11_31_56.jpg,Павлодарская
img\10_20_392.jpg,Шымкент
img\11_4_19.jpg,РК
img\3_18_190.jpg,Против строгих
img\9_48_562.jpg,выси
img\10_18_6.jpg,Туркестан
img\3_43_230.jpg,бесполезны моль бы
img\9_51_553.jpg,и крепки
img\7_23_429.jpg,Под скальпелем
img\10_18_429.jpg,Туркестан
img\10_21_366.jpg,Россия
img\11_14_49_.jpg,Села
img\3_35_715.jpg,меи их висит
img\10_23_8.jpg,Абхазия
img\13_33_170.jpg,Жайрем
img\9_23_534.jpg,"опять, стого"
img\10_13_70.jpg,Павлодар
img\10_32_130.jpg,Костанайская
img\1_17_661.jpg,Мой руки
img\12_16_99.jpg,Караганда
img\9_41_570.jpg,переночевал.
img\2_33_694.jpg,"иногда,"
img\0_39_632.jpg,"позабыли,"
img\12_27_120.jpg,Ленгер
img\0_44_24.jpg,Лишь бы не простить
img\7_51_446.jpg,шестого чувства.
img\10_36_174.jpg,Восточно-Казахстанская
img\10_19_71.jpg,Кокшетау
img\4_31_730.jpg,Бежит
img\0_42_8.jpg,ровь.
img\1_18_89.jpg,Кровь
img\6_24_793.jpg,Твое лицо в его
img\10_22_115.jpg,Украины
img\0_7_3.jpg,Из горла
img\10_23_104.jpg,Абхазие
img\4_22_737_.jpg,"Грустно, Нина"
img\9_5_863.jpg,Гребут и
img\3_35_705.jpg,ти их висит.
img\6_25_794.jpg,Своей рукой убрал
img\10_2_283.jpg,КИРГИЗИЯ
img\8_39_522.jpg,в свои сны
img\12_46_122.jpg,Талгар
img\3_8_710.jpg,Кадревней стено
img\12_48_83.jpg,Тараз
img\5_23_345.jpg,От Каспия и
img\10_14_205.jpg,Петропавловск
img\0_12_626.jpg,Большую
img\13_50_204.jpg,Сарыозен
img\1_9_657.jpg,среди этих
img\8_51_526.jpg,благодарность
img\10_19_88.jpg,Кокшкау
img\9_1_576.jpg,Летят имели
img\10_7_450.jpg,Актах
img\1_8_112.jpg,стыда
img\10_1_449.jpg,Белоруссия
img\3_31_716.jpg,"предков поля,"
img\3_37_716.jpg,и щитом
img\3_48_225.jpg,"чуждых снегов,"
img\6_22_775.jpg,Уж не почтать
img\10_2_332.jpg,КИРЕИЗИЯ
img\2_2_676.jpg,Что мог монах
img\1_25_637.jpg,Шака
img\0_8_4.jpg,Толчками кровь
img\13_28_201.jpg,Ботакара
img\2_1_148.jpg,Хоть сам того
img\13_38_200.jpg,Индерборский
img\6_7_780.jpg,И я забыл
img\6_8_415.jpg,"Летели дни, крутясь"
img\10_16_17.jpg,Тараз
img\6_34_410.jpg,проклятым роем
img\10_41_426.jpg,Южно-Казахстанская
img\6_4_383.jpg,Но час настал
img\10_23_428.jpg,Абхазия
img\1_5_67.jpg,"Я люблю тебя,"
img\10_38_268.jpg,ЗАПАДНО-КАЗАХСТАНСКАЯ
img\1_2_74.jpg,Если
img\4_3_725.jpg,Лют печально
img\6_4_779.jpg,"Но час настал,"
img\10_4_52.jpg,Узбекистан
img\7_50_455.jpg,"изнемогает плоть,"
img\0_12_8.jpg,Большую
img\13_21_186.jpg,Актас
img\7_30_452.jpg,нам насладиться
img\10_19_429.jpg,Кокшетау
img\10_38_255.jpg,Западно-Казахстанская
img\5_29_358.jpg,студеной тишиной
img\4_3_270.jpg,Льет печально
img\10_0_47.jpg,Казахстан
img\4_43_290.jpg,не наглядясь.
img\7_20_434.jpg,Еще не появившие
img\0_2_22.jpg,Нам это
img\10_29_134.jpg,Актюбинская
img\10_13_461.jpg,ПАВЛО ДАР
img\10_13_45.jpg,Павлодар
img\3_38_698.jpg,"пыль с них крылом,"
img\5_42_311.jpg,качая колыбель.
img\10_14_457.jpg,ПЕТРОПАВЛОВСК
img\3_45_222.jpg,отчизны моей
img\10_18_129.jpg,Туркестан
img\10_19_98.jpg,Шамкент
img\12_32_126.jpg,Петропавловск
img\4_0_723.jpg,сквозь волнистые
img\5_26_345.jpg,"и залечила раны,"
img\10_0_59.jpg,Казахстан
img\10_6_434.jpg,Алматы
img\2_35_157.jpg,счастья сотворен.
img\5_21_333.jpg,Войной
img\10_22_192.jpg,Украина
img\4_25_269.jpg,Отуманен
img\11_38_60_.jpg,Аксай
img\6_26_373.jpg,"о подвигах, о славе"
img\10_37_75.jpg,Жамбыльская
img\0_25_7.jpg,Ребят уже не
img\9_5_531.jpg,Гребут и
img\6_21_415.jpg,В котором ты
img\3_33_208.jpg,покоится прах
img\3_32_221.jpg,на туманных горах
img\1_8_657.jpg,стыда
img\13_28_196.jpg,Ботакара
img\10_23_48.jpg,Абхазия
img\12_41_122.jpg,Сергеевно
img\1_48_663.jpg,Шену
img\12_46_98.jpg,Талгар
img\13_41_201.jpg,Киевка
img\6_35_411.jpg,терзали тищнь мою
img\10_7_464.jpg,Актау
img\4_45_733.jpg,"свой совершит,"
img\0_31_627.jpg,"зарослях полыни,"
img\5_37_343.jpg,когда-то тракту
img\12_42_90.jpg,Серебрянск
img\12_19_119.jpg,Каркалинск
img\0_23_612.jpg,Куда?. Зачем?.
img\9_24_860.jpg,"Сепять, как"
img\4_38_292.jpg,Навстречу мне
img\10_39_187.jpg,Туркестанская
img\1_30_120.jpg,добежит
img\4_29_744.jpg,свет она.
img\3_10_237.jpg,Я стал
img\8_11_849.jpg,"селя рожь, покрывал"
img\12_39_101.jpg,Сатаев
img\8_14_493.jpg,вороненый значок
img\10_36_23.jpg,Восточно-Казахстанская
img\10_29_204.jpg,Актюбинская
img\2_0_173.jpg,"Я верю,"
img\10_36_175.jpg,Восточно-Казахстанская
img\5_49_764.jpg,"до популярных льдов,"
img\0_32_31.jpg,и оскалив пасть.
img\13_42_197.jpg,Конырат
img\13_31_201.jpg,Деркул
img\7_14_438.jpg,Следит порой зе
img\11_7_56.jpg,обл
img\12_8_92.jpg,Жем
img\7_34_451.jpg,бессмертными
img\10_12_71.jpg,Кызылорда
img\12_40_86.jpg,Семей
img\6_14_410.jpg,Я связь лил
img\12_17_93.jpg,Каражал
img\13_35_204.jpg,Заводской
img\3_32_228.jpg,"на туманных горах,"
img\6_4_377.jpg,"Но час настая,"
img\10_9_220.jpg,Атырау
img\1_46_113.jpg,"люди,"
img\10_30_267.jpg,АТЫРАУСКАЯ
img\9_19_560.jpg,встает с
img\6_32_377.jpg,судьбу другому
img\10_39_32.jpg,Туркестанская
img\6_5_794.jpg,Я бросил в ночь
img\7_35_452.jpg,ни поцеловать
img\0_1_29.jpg,"долго, долго"
img\2_49_132.jpg,яд другим
img\4_45_270.jpg,свой совершит
img\9_35_866.jpg,"двора,"
img\10_25_336.jpg,Молдавия
img\10_8_448.jpg,АКТОБЕ
img\10_21_195.jpg,Россия
img\10_36_74.jpg,Восточно-Казахстанская
img\10_12_28.jpg,Кызылорда
img\10_32_278.jpg,Костанайская
img\5_24_414.jpg,Как памятники
img\10_26_366.jpg,Акмолинская
img\3_49_245.jpg,"был рожден,"
img\6_27_378.jpg,"горестной земле,"
img\5_38_773_.jpg,легкие летат.
img\2_10_683.jpg,"И жизни поболее,"
img\0_20_27.jpg,Не вместе
img\7_7_428.jpg,Где тишина
img\2_32_693_.jpg,малые ошибки
img\7_2_445.jpg,что в печь
img\10_38_15.jpg,Западно-Казахстанская
img\3_27_716.jpg,сейчас надо мной?
img\10_2_390.jpg,Киргизия
img\9_14_528.jpg,В котором
img\5_0_309.jpg,"Прошло пять лет,"
img\9_17_854.jpg,Лугами катятся
img\10_19_33.jpg,Кокшетау
img\10_2_113.jpg,Киргизия
img\0_2_624.jpg,Нам это
img\4_28_252.jpg,Поляны
img\3_24_225.jpg,ко нездешнии
img\0_12_12.jpg,Большую
img\10_39_43.jpg,Туркестанская
img\0_2_45.jpg,Нам это
img\7_24_432.jpg,"Кричит поли дух,"
img\10_38_250_.jpg,Западно-Казахстанская
img\2_4_183.jpg,Что поцелуй
img\10_32_449.jpg,КОСТАНАЙСКАЯ
img\10_9_24.jpg,Атырау
img\10_32_189_.jpg,Костанойская
img\8_30_491.jpg,с кем во фраке.
img\13_27_189.jpg,Бестобе
img\2_11_157.jpg,И жизнь поболее
img\10_8_439.jpg,7 Ктобе
img\2_15_682.jpg,"и ум, как прежде"
img\7_36_821.jpg,неудержимо
img\0_39_13.jpg,"позабыли,"
img\8_6_841.jpg,трижды тонул
img\8_50_473.jpg,раздаваться
img\13_28_138.jpg,Ботакара
img\6_20_415.jpg,мне снится плащ
img\10_31_364.jpg,Карагандинская
img\9_24_568.jpg,"Опять, как"
img\1_18_103.jpg,Кровь
img\3_23_712.jpg,Я здесь
img\0_28_27.jpg,не узнать
img\10_32_444.jpg,Костанайская
img\9_48_530.jpg,"высел,"
img\0_35_626.jpg,Охотничьими псами?
img\12_2_104.jpg,Есик
img\9_30_567.jpg,"погода,"
img\11_44_40.jpg,Аральск
img\7_31_427.jpg,с розовой зарей
img\12_16_131.jpg,Караганда
img\3_43_720.jpg,бесполезны наибы
img\4_6_256.jpg,Колокольчик
img\10_27_172.jpg,Алматинская
img\13_27_151.jpg,Бестсы
img\10_24_187.jpg,Южная Осентия
img\2_51_680.jpg,явительны свои
img\10_22_351.jpg,Украина
img\10_8_274.jpg,Актобе
img\2_46_686.jpg,"каких уже нет,"
img\10_9_8.jpg,Атырау
img\9_25_574.jpg,Земля душиста
img\8_51_513.jpg,благодарность
img\4_40_728.jpg,"Завтра, Нина,"
img\6_45_388.jpg,"сплю,"
img\9_51_550.jpg,и крепка
img\9_26_554.jpg,"стрекозы,"
img\9_6_880.jpg,И складывают
img\10_30_139.jpg,Атырауская
img\10_35_160.jpg,Северно-Казахстанская
img\2_36_125.jpg,не названье
img\9_45_557.jpg,ночлега
img\13_17_157.jpg,Новодолинский
img\3_20_207.jpg,Рассчилаются
img\10_1_286.jpg,Белоруссия
img\12_37_94.jpg,Сарканд
img\0_35_32.jpg,Охотничьими псами?
img\10_41_97.jpg,Косно-Казахстанская
img\10_11_367.jpg,Костанай
img\2_12_171.jpg,Но вере
img\10_38_423.jpg,Западно- Казахстанская
img\10_32_237.jpg,Костанайская
img\7_26_421.jpg,влюбленное вино
img\2_7_162.jpg,Они прощают
img\11_34_50_.jpg,Костанайская
img\9_41_536.jpg,перемоквал.
img\1_12_648.jpg,"Обнимает,"
img\3_12_238.jpg,И стахнул бы я
img\10_30_376.jpg,Атырауская
img\4_41_725.jpg,"возвратясь,"
img\10_35_374.jpg,Северно-Казахстанская
img\11_22_35_.jpg,Актюбинская
img\13_34_184.jpg,Жезкозган
img\10_34_105.jpg,Павлодарская
img\10_21_292.jpg,Россия
img\10_6_406.jpg,Алматы
img\8_12_482.jpg,и не пил только
img\7_35_432.jpg,ни поцеловать
img\10_11_82.jpg,Костанай
img\9_36_533.jpg,ложится на парти
img\5_36_755.jpg,"благоухает сад,"
img\6_17_380.jpg,"Не знаю, где приют"
img\12_11_115.jpg,Зайсан
img\10_8_326.jpg,Актобе
img\1_43_109.jpg,"побелем,"
img\11_31_14.jpg,Павлодарская
img\10_16_442.jpg,ТАРАЗ
img\6_9_784_.jpg,Всю и страть
img\8_29_517.jpg,играл в рулетку
img\10_31_452.jpg,КАРАГАНДИНСКАЯ
img\13_38_196.jpg,Индерборский
img\10_24_36.jpg,Южная Осетия
img\10_34_181.jpg,Павлодарская
img\5_40_308.jpg,"зеленитель,"
img\8_17_527.jpg,Позволяя своим
img\9_14_570.jpg,В котором.
img\0_45_615.jpg,В отдельности
img\0_33_40.jpg,перехваченного плыла
img\8_22_477.jpg,Только с горем я
img\0_27_61.jpg,Куда? Зачем?
img\6_46_416.jpg,"твой синий,"
img\5_45_361.jpg,навсегда
img\5_25_354.jpg,Встают громады
img\10_35_156.jpg,Северно-Казахстанская
img\5_24_358.jpg,Как памятники
img\2_44_687.jpg,глубокий след
img\7_22_468.jpg,скоро ни
img\10_11_127.jpg,Костанай
img\4_8_261.jpg,Что-то слышится
img\8_29_480.jpg,"играл в рулетку,"
img\13_31_168.jpg,Деркул
img\10_23_253.jpg,Абхазия
img\10_7_30.jpg,Аутау
img\1_6_69.jpg,"Догони же,"
img\10_40_161.jpg,Усть-Каменогорск
img\3_21_197.jpg,Последний потомок
img\8_2_851.jpg,и кликуху гвоздем
img\0_43_58.jpg,входила жажда мести
img\4_46_300.jpg,"удаляя,"
img\10_11_181.jpg,Костанай
img\9_44_557.jpg,день
img\1_32_101.jpg,"Поцелуй,"
img\2_1_673.jpg,Хоть сам того
img\9_15_539.jpg,"Зарывшись,"
img\2_16_241.jpg,Желанной цели
img\7_45_450.jpg,почуя на плечах
img\10_22_112.jpg,Украина
img\7_20_448.jpg,Еще не появившиеся
img\9_15_552.jpg,Зарывшись
img\8_11_848.jpg,"сеял рожь, покрывал"
img\8_12_491.jpg,И не пил только
img\2_10_135.jpg,Что добродетель
